sentiment	text
positif	l'emplacement est parfait pour découvrir la ville et au calme.
positif	l’accueil et l’emplacement
positif	très bon accueil.
positif	dommage que nous n'avons pas pu profiter de la belle verrière.
positif	l’emplacement est fabuleux bien qu’il soit impossible d’y accéder en voiture.
positif	emplacement idéal pou découvrir le centre de la rochelle à pied.
positif	la vue sur les deux tours et le port.
positif	hôtel très bien situé au cœur du quartier saint-nicolas très animé et proche du port.
positif	le design, l’architecture intérieure, la beauté de la salle de déjeuner
positif	les chambres sont spacieuse et bien agencées.
positif	lit king size très confortable et personnel très très sympathique et accueillant
positif	le petit déjeuner et varié et bon .
positif	la propreté et la literie.
positif	literie salle de bain
positif	qualitatif.
positif	personnel souriant.
positif	nous y revenons à chaque fois que nous venons à la rochelle, cette année nous avons eu la surprise de découvrir une chambre complètement réaménagée avec un design moderne élégant, a signaler : le petit déjeuner varié avec des produits locaux et le parking voitures.
positif	lit confortable et canal+
positif	des personnes extrêmement sympathiques.
positif	je recommande vivement !
positif	l’emplacement, la propreté, le calme du coin bar.
positif	la vue sur le port
positif	l’emplacement est top !
positif	très bon accueil et emplacement au top !
positif	😊
positif	très bien situé pour se déplacer en ville.
positif	personnel agréable, bon emplacement, bon petit déjeuner.
positif	la localisation est parfaite et nous entendons rien alors que nous sommes au port
positif	personnel très accueillant  serviable
positif	petit déjeuner : très correcte.
positif	cadre élégant.
positif	situation
positif	le propriétaire très à l’écoute !
positif	super face au vieux port ..... un ravissement
positif	la place de la solette est ravissante .
positif	très bien situe, en face du port et a proximité des commerces.
positif	je pdj complet, il y a même du bio.
positif	emplacement pratique, près de toutes commodités.
positif	petit déjeuner excellent
positif	petit déjeuner au top!
positif	le confort de l'hôtel et la gentillesse du personnel.
positif	bel emplacement
positif	un petit déjeuner copieux.
positif	la chambre est bien insonorisée et l'hôtel est calme.
positif	l'emplacement parfait  chambre sobre mais confortable  très bon petit déjeuner sous belle verrière  personnel à l'écoute et sympathique
positif	très bien situé, gréable séjour
positif	l emplacement est le prix.
positif	dans le centre
positif	literie confortable !
positif	le cadre et l emplacement
positif	personnel souriant, très agréable et prévenant.
positif	personnel agréable et hôtel idéalement situé
positif	l accueil la proximite du centre et le confort de cet hôtel restent les critères qui me font choisir le saint nicolas pour mes séjours à la rochelle.
positif	j’attends que booking.com me rembourse pour ce séjour que j’ai été contraint d’annuler au dernier moment en raison d’un cas contact.
positif	moderne et charmant
positif	nous avons aimé prendre notre apéritif au coin du poêle.
positif	j'ai aimé la grandeur de la chambre.
positif	magnifique, propre, très bon lit, chambre spacieuse  personnel chaleureux et irréprochable
positif	l’emplacement idéal
positif	établissement au centre ville près du vieux port avec parking sur place.
positif	emplacement idéal à proximité du port et du centre-ville.
positif	un personnel au petit soin, une bonne literie, un bon confort...
positif	emplacement parfait et personnel très agréable  parking dans l établissement excellent
positif	possibilité du parking
positif	la qualité de la literie
positif	nous vous le conseillons, il vaut largement les 13 euros (nous y avons été seulement le dimanche).
positif	chambre avec vue sur les tours.
positif	la situation géographique au cœur de la rochelle.
positif	mais au premier étage c'est assez proche de la rue donc du bruit  mais a part ça très très bien
positif	un espace salon avec possibilité de consommer est très appréciable, ainsi que le parking.
positif	localisation, personnel, propreté, petit déjeuner
positif	emplacement parfait petit déjeuner en terrasse, le top !
positif	chambre sans vis-à-vis ce qui est agréable.
positif	très bon rapport qualité prix pour cette ville .
positif	emplacement propre bon accueil ascenseur
positif	super bien placé en face du port.
positif	emplacement parfait, vue sur le port depuis certaines chambres, isolation phonique parfaite
positif	l'hôtel et le service sont géniaux.
positif	le personnel est vraiment très agréable, courtois, poli, souriant, moi qui suis dans l'humain, c'était vraiment appréciable et agréable.
positif	le petit dejeuner
positif	buffet du petit déjeuner copieux, mention spéciale à la compote maison pomme ananas, un délice !
positif	je suis vraiment satisfaite.
positif	très bon petit déjeuner , calme et proximité du centre ville
positif	super accueil de julie !
positif	hotel bien placé et d’un bon niveau de confort.
positif	points positifs: vu directement sur le port, à deux pats de tout, accueil chaleureux et souriant  petit déjeuné très bon (même si ce n’est pas un buffet)
positif	l’emplacement, le personnel
positif	chambre décorée avec goût.
positif	excellent petit déjeuner avec produits de la région et/ou fait maison.
positif	personnel fort sympathique
positif	le petit déjeuner était fabuleux les lits sont très confortables l' accueil et la disponibilité du personnel
positif	tout est réuni pour commencer la journée du bon pied.
positif	le pain sans gluten au petit déjeuner ainsi que le choix de produits bio
positif	la proximité de la mer
positif	les membres du personnel sont tous très respectueux, agréablement souriants et prêts à répondre au mieux aux demandes.
positif	la localisation en plein cœur de la ville avec une vue imprenable sur le port
positif	la proximité du centre ville,l’accueil des propriétaires,la taille de la chambre,la propreté
positif	accueil agréable ; taille de l'hôtel adapté à mes habitudes.
positif	possibilité de bar le soir.
positif	je le recommande.
positif	hôtel très joli et très bien situé, à deux pas du vieux port, de l'aquarium et des restaurants.
positif	emplacement de l'établissement
positif	accueil propreté au top
positif	l’hôtel est idéalement situé à deux pas du port.
positif	accueil et situation géographique
positif	j'ai tout aimé.
positif	la déco est très chaleureuse et la véranda apporte la touche magnifique !
positif	l'emplacement, le parking privé de l'hôtel , l'excellent petit déjeuner .
positif	parfait, le personnels très à l’écoute.
positif	disponibilité du personnel.
positif	emplacement central tout peut se faire à pieds
positif	l'emplacement central, le confort des chambres et la gentillesse à l'accueil.
positif	certes les places sont étroites mais elles ont le mérite d'exister... c'est un luxe en plein cœur de la rochelle.
positif	..
positif	son emplacement proche du centre ville.
positif	petit déjeuner , emplacement
positif	l'emplacement de l'hôtel, une literie de grande qualité, un personnel d'une grande gentillesse et professionnalisme, un petit déjeuner avec des produits maison excellents.
positif	très bien placé !
positif	emplacement parfait.
positif	ces toujours aussi bien.
positif	la chambre était idéalement placée au calme donnant sur un parking interne à l’hôtel.
positif	l emplacement et les grands lits
positif	petit déjeuner  confort des lits
positif	l'emplacement et le balcon
positif	les promenades dans l'ancienne ville, les promenades au bord de l'océan.
positif	très bien situé en centre ville.
positif	emplacement parfait, vraiment près du port.
positif	acceuil chaleureux, bon petit déjeuner buffet
positif	personnel très avenant, chambre bien disposée et sdb très fonctionnelle, excellent petit déjeuner, cet hôtel modernisé très bien situé près du port bénéfice en plus d'un parking privé, ce qui a la rochelle est bien appréciable.
positif	le personnel est très présent et accueillant.
positif	la literie était propre et confortable.
positif	en plein centre, très bien situé.
positif	la situation de l’hôtel sur le port
positif	la position de l hôtel
positif	l'emplacement de l'hotel trés bien
positif	hôtel moderne, très confortable, et proche de tout.
positif	personnel agréable et disponible.
positif	chambre avec balcon.
positif	le personnel est discret, sympathique et à disposition.
positif	le calme la propreté de la chambre la literie
positif	très bien placé.
positif	gentillesse, disponibilité et convivialité
positif	tout était super!
positif	super literie  super petit dej  proximité centre ville super
positif	hôtel très bien situé et calme.
positif	l’accueil était parfait et la gentillesse du personnel aussi.
positif	personnel très sympa, hôtel propre!
positif	le fait qu'une femme de ménage ne passe pas systématiquement sauf sur demande est très bien.
positif	emplacement central tout près du port et du centre ville avec parking très utile.
positif	ce monsieur était à notre écoute, professionnel et de bonne humeur après une nuit de travail .
positif	emplacement idéal en plein centre ville avec en plus un parking payant 16 euros.
positif	grande chambre familiale.
positif	petit déjeuner très bien  proche du départ du marathon
positif	hotel agréable et très propre.
positif	la vue était superbe et la chambre avait une bonne insonorisation par rapport aux bruits extérieur.
positif	la situation est idéale sur la rochelle et le personnel très accueillant.
positif	emplacement idéal  excellent petit déjeuner  personnel très sympathique et très professionnel  établissement tout à fait recommandable
positif	l'on a prit l'option petit déjeuner et bien super =)
positif	la gentillesse du personnel, l'emplacement et le cadre
positif	le personnel est très sympathique
positif	chambre spacieuse et confortable.
positif	emplacement idéal avec vue sur le port.
positif	excellent accueil.
positif	petit déjeuner copieux en buffet libre service situation proche du port
positif	tout bien !
positif	tout a été parfait, toute l'équipe de l'hôtel a été très aimable et serviable.
positif	la tranquilité, le petit déjeuner, la location, la chambre
positif	emplacement idéal-amabilité et compétence du personnel-qualité du petit-déjeuner
positif	confort de la literie, déco de la chambre, situation géographique de l'hôtel
positif	- très bel emplacement avec vue sur le vieux port, - personnel sympathique, - déjeuner très bien
positif	la chambre était spacieuse et propre
positif	ré et st pierre d'oléron, les plages, l'aquarium, les balades avec les bus sans oublier le choix des restos
positif	la situation géographique est génial pour les sortir nocturne, à proximité de tout.
positif	super emplacement au centre de la rochelle et accessible en 10 mins à pieds.
positif	formidable le cadre la situation géographique la chambre le petit déjeuner le personnel
positif	la situation centrale
positif	calme.
positif	situation géographique d'hôtel.
positif	mention spéciale aux œufs brouillés.
positif	nous avons eu la chance d’avoir une chambre avec balcon donnant sur le port.
positif	situation de l'hôtel idéale.
positif	on a aimé la situation géographique de l'hôtel, le confort, la propreté et le calme.
positif	accueil du personnel emplacement
positif	bien qu un peu bruyant la nuit...
positif	l'hôtel est super bien situé.
positif	l'emplacement, l'accueil, le confort....idéal pour notre séjour.
positif	l'emplacement,bon accueil,très bon petit déjeuner
positif	la situation plein centre
positif	l'emplacement et la vue sur le vieux port.
positif	la chambre vue sur le vieux port avec balcon est vraiment génial
positif	la propreté des chambres et des parties communes est irréprochable.
positif	emplacement idéal  chambre spacieuse
positif	ascenseur pour monter les valises, nettoyage très propre, personnel à l'écoute
positif	le personnel agréable et disponible le bar agréable et le parking facile
positif	l emplacement de l hôtel le style de l hôtel ( déco, propreté) et surtout la gentillesse du personnel
positif	vue magnifique, chambre très propre et accueil agréable.
positif	accueil variable ( certaines personnes un peu fermées.
positif	nous recommanderons votre établissement.
positif	après il ne faut pas oublié le prix, pour ma part 100€ la nuit en pleine saison estivale.
positif	emplacement idéal, chambre agréable et de bonne surface (dans l'annexe).
positif	la vie nocturne pendant les vacances ajouté un plus au séjour.
positif	l'emplacement et le petit déjeuner
positif	dîner et petit déjeuner délicieux.
positif	l emplacement de l hôtel tout proche du vieux port
positif	une chambre avec une superbe vue, un double vitrage fort apprécié au vue de sa localisation en plein centre!
positif	tout est très bien dans cette hôtel, c’est la deuxième fois que j’y vais et c’est mon hôtel préféré sur la rochelle, tout est très bien
positif	emplacement très bien, très bon petit déjeuner.
positif	l’hôtel est très charmant
positif	la vue et l’emplacement
positif	proximité avec le port, donne sur rue très calme.
positif	accueil, chambre, espace très agréable.
positif	esthétique chic de l'établissement et des communs.
positif	personnel très sympathique.
positif	c’est super !
positif	un établissement très bien situé mais malgré tout loin de la foule, un point remarquable le parking existant mais n'oublié pas de le réserver!
positif	bons produits également.
positif	silencieux parfaite propreté design moderne très bon emplacement petit déjeuner excellent mais un peu cher
positif	chambre trop petite pour une familles
positif	hôtel très agréable, le personnel est très aimable et professionnel.
positif	le petit déjeuné et le personnel à l’écoute.
positif	réceptionniste serviable excellent rapport qualité/prix
positif	très bon emplacement , petit déjeuner copieux, chambre très confortable
positif	le parking privé et surveillé est un plus.
positif	petit déjeuner  personnel  emplacement calme
positif	l'emplacement, petit-déjeuner très copieux avec de très bons produits.
positif	la chambre relativement grande l'emplacement face au quai
positif	mal insonorisé, wc accoles à la baignoire tres compliqué niveau utilité , pas de produit de douche, rideaux anti lumières inutiles, couvertures tachées , petits déjeuner décongelé (quel est le prix d une baguette svp ?)
positif	sur la rochelle pour les francofolies, nous avons apprécié cet hôtel très bien placé face au bassin des tours.
positif	petit-déjeuner sous forme de buffet excellent.
positif	bien placé, personnel super gentil.
positif	bien situé au bord du port et des restos
positif	l .amabilité du personnel et la proximité du centre
positif	emplacement centre ville et face au port
positif	l'emplacement est parfait, à proximité du port et des rues piétonnes.
positif	magnifique la literie.
positif	confortable
positif	.proximité du port.
positif	emplacement top
positif	une belle chambre pour 3 personnes, 1 lit de 160 et 1 lit de 90 pour notre fille.
positif	personnel agréable et accueillant.
positif	le petit déjeuner pris dans la véranda est super.
positif	le calme, la vue
positif	très belle vue et idéalement placé sur le vieux port
positif	aimable situé personnel trèsbien
positif	hôtel très bien situé.
positif	le petit-déjeuner
positif	le personnel est très accueillant et professionnel.
positif	la situation geographique
positif	chambre propre, fonctionnelle et lumineuse, décoration élégante
positif	l’emplacement central
positif	très bon accueil...
positif	emplacement de l'hôtel est idéal  la literie excellente avec de bons oreillers.
positif	les lits sont super confortables et l'isolation phonique est parfaite.
positif	l'emplacement géographique, la gentillesse du personnel, la possibilité d'obtenir un repas le soir en chambre après le couvre-feu
positif	propre, calme, sèche-cheveux et très bien situé.
positif	cadre agréable et calme.
positif	l'accueil sympathique, la sobriété de la décoration.
positif	je dirais que tous est bien dans l'ensemble
positif	petit déjeuner bien, à part le fait que ce jour là il y avait que des croissant les enfants aurai voulu pain au chocolat
positif	l’emplacement de l’hôtel est parfait pour visiter la rochelle.
positif	super bien situé a recommander
positif	mon mari mes enfant et moi avons adorés, la chambre remplis de petites attentions que demande le peuple!
positif	"chambre ""cosy"", très bon emplacement de l'hôtel, petit déjeuner agréable sous une verrière et un personnel particulièrement aimable et disponible"
positif	équipement de la chambre et sdb très succinct  marques de fuites sur papier peint  finitions à revoir (fil dénudé près de la table de chevet) la tv ne fonctionnait pas.
positif	hotel très bien situé.
positif	top!
positif	bon petit déjeuner sous forme de buffet, produits frais et vaste choix.
positif	très belle vue sur le port.
positif	bon petit déjeuner.. merci pour ce séjour jc et cath de bourgogne
positif	proximité du centre
positif	hôtel sympa et accueillant.
positif	le parking privatif.
positif	le confort du lit, l'amabilité du personnel, le nécessaire pour du le thé, la tisane en chambre ainsi qu'une bouteille d'eau, l'emplacement et la mini terrasse au calme près du parking
positif	une vue sur le port avec un balcon et un accueil très chaleureux.
positif	très bien placé confortable  une boisson offerte très sympathique  merci
positif	la propreté, l'accès tardif de notre arrivée avec le sourire et l'accueil!
positif	l accueil du personnel et l emplacement vue sur les tours
positif	la vue, le petit déjeuner et l’emplacement était idéal
positif	l'emplacement et la vue sur les tours
positif	le personnel vraiment gentil et accueillent.
positif	très bien situé près du vieux port
positif	bon resto au rez-de-chaussée.
positif	la situation est excellente chambre propre mais besoin de rafraîchissement !
positif	très bonne localisation.
positif	l'accueil, la courtoisie du personnel, le confort, l'emplacement, le parking, le petit déjeuner, la déco raffinée et chaleureuse.
positif	situation et l'hôtel et qualités des prestations
positif	a savoir que l'on ne peut pas prendre le petit déjeuner à l'extérieur avant 8heures même si vous arrivez 5 mn avant.
positif	l'horaire pour petit déjeuner est très large.
positif	l'emplacement est idéal pour des personnes voyageant en train.
positif	la situation géographique face au port
positif	de plus les produits proposé au petit déjeuner sont des produits frais et de producteurs local
positif	déco très contemporaine et jolie, parking très pratique, ambiance calme mais chaleureuse.
positif	le petit déjeuner en libre service donc très copieux avec des produits locaux de qualité, plusieurs choix de thés, une super machine à café automatique présentant de multiples choix de café.
positif	parking.
positif	le personnel est agréable et discret.
positif	emplacement géographique
positif	chambres très confortables et très bien équipées.
positif	séjour parfait à l'hôtel st nicolas.
positif	la décoration de l'accueil et du rdc
positif	l'accueil est aimable, l'établissement confortable et très bien placé.
positif	emplacement de l'hôtel très bien !
positif	emplacement parfait en plein centre mais calme.
positif	ma chambre face aux deux tours !
positif	l'emplacement centre ville
positif	emplacement parfait et personnel très sympathique et serviable.
positif	hôtel confortable, très propre et très bien situé dans le quartier saint nicolas.
positif	la situation la propreté
positif	le visuel extérieur de l'hôtel est très beau  le petit déjeuné à volonté également appréciable( le prix un peu excessif en supplément)
positif	propreté à revoir.
positif	emplacement central
positif	cadre magnifique et proche du centre ville
positif	très bon emplacement, à quelques pas du centre l'hôtel dispose d'un parking avec possibilité de réserver: qualité inestimable à la rochelle!
positif	la situation et ke propreté
positif	on est arrivés un peu avant l'heure, on nous a autorisés à laisser nos valises.
positif	emplacement centre du vieux la rochelle et calme malgré tout !
positif	la vue magnifique sur le vieux port.
positif	l'emplacement de l'hôtel qui est situé légèrement en retrait mais pourtant dans la vieille ville et à 2 pas des terrasses cafés etc.
positif	petit déjeuner varié et copieux
positif	l'accueil et l'emplacement.
positif	personnel très agréable et hôtel très bien situé
positif	nous avons apprécié l emplacement, l établissement, le personnel
positif	aucune fausse note et surtout situé en plein centre
positif	hôtel très confortable et bien situé avec un personnel aux petits soins.
positif	la proximité du centre ville et de l'espace encan
positif	cet hôtel est particulièrement bien placé et la présence du parking est un plus.
positif	facile d’accès, parking à l’hôtel payant.
positif	l accueil et l emplacement
positif	personnel aimable.
positif	le très bon accueil à la réception  la qualité de la literie  petit déjeuner varié dans un décor agréable
positif	emplacement au top et employés aimables
positif	l'emplacement est très agréable, en plein cœur du vieux port, ce qui permet de voir la mer, les fameuses tours de la rochelle, mais aussi d'accéder aux restaurants typiques.
positif	le fait d'être proche du centre ville
positif	très bon emplacement, agrément du parking privé en plein centre-ville qui permet de rayonner à pied aisément vers tous les centres d'intérêt.
positif	la localisation sur le vieux port idéale
positif	établissement idéalement situé .
positif	l'emplacement au vieux port est privilégié
positif	le personnel est agréable et très réactif.
positif	l'emplacement en plein milieu du vieux port.
positif	emplacement idéal pour visiter la rochelle.
positif	accueil de qualité.
positif	la décoration de l’hôtel ; l’emplacement stratégique ; la salle de repas sous verrière très belle et calme
positif	et que demain effectivement ce n’est pas des prestations d’hôtel 5 étoiles palace.
positif	superbe hotel, propre, décoré avec très bon gout.
positif	l’emplacement, l’accueil et la taille des chambres
positif	de plus il y avait 1lit double et 1 lit simple alors que j'avais demandé une grande chambre pour 2 personnes.
positif	tout
positif	situé idéalement près du vieux port
positif	l'emplacement de l'hôtel, le parking ,le petit-déjeuner et l'amabilité du personnel.
positif	excellent séjour  personnels très agréables
positif	le personnel était très sympathique et accueillant.
positif	c'est un hôtel situé dans un quartier très sympa du centre ville, avec une ambiance cosmopolite et un accueil excellent.
positif	le cadre accueillant, la déco, le service impeccable, la propreté du lieu, un parking disponible !
positif	très bon séjour !
positif	on pose son véhicule au parking de l'hôtel (pensez à réserver la place !)
positif	établissement très bien tenu avec un accueil personnalisé, ce n est pas une chaîne !
positif	j'ai aimé le service bagagerie ainsi que le repos dans la chambre.
positif	très bel hôtel avec du cachet.
positif	tout était parfait, de l’accueil au départ.
positif	le patron ainsi que son personnel étaient très agréables.
positif	parking .
positif	les parties communes viennent d'être rénovées.
positif	l' emplacement  le petit déjeuner  volet roulant
positif	excellent emplacement à deux pas du port, des bars et restaurants et de l'aquarium.
positif	proximité du port et du centre ville .grande chambre ,double vitrage ,en fait 2 fenêtres !
positif	personnel très efficace et aimable .
positif	balcon
positif	très bien situé, chambre propre, ascenseur fonctionnel
positif	idéal pour se balader et profiter de l'ambiance.
positif	emplacement hôtel  et confort literie
positif	chambre spacieuse qui donne sur le port
positif	situé dans les petites rues jouxtant le vieux port.
positif	côte cour intérieur donc très calme.
positif	la vue sur la mer du balcon...
positif	excellent emplacement 7 minutes à pied de la gare belle vue sur les quais
positif	trop cher pour la présentation.
positif	l’emplacement  l’isolation sonore avec l’extérieur
positif	très belle vue sur le port
positif	l’implantation de l’hôtel
positif	très bon emplacement personnel très sympathique
positif	petit déjeuner 🥞 à tomber entre les viennoiseries, le pain beurre, le fromage , la charcuterie, les oeuf bacon et les fruits que demander de plus !
positif	personnel sympathique, chambre propre
positif	très propre et confortable, petit plus pour le service bar dont nous pouvons les consommations en chambre et le petit déjeuner varié et de qualité.
positif	la vue de ma chambre extra , mais c'est tout !
positif	emplacement proche du centre ville et du port, au calme.
positif	possibilité de parking intérieur , ce qui ne nous concernait pas restauration très soignés au petit déjeuner, et autres bravo pour ce beau travail d'équipe
positif	jolie chambre.
positif	le must : le petit déjeuner !
positif	très bon accueil
positif	balcon privé avec vue sur le port.
positif	emplacement parfait sur le port.
positif	hôtel cosy , joliment décoré, neuf ,propre ,petit déjeuner excellent ,personnel très sympathique et professionnel
positif	l'accès à l'hôtel étant récemment condamné, n'hésitez pas à vous y rendre en véhicule pour décharger.
positif	l'accueil du personnel très sympathique
positif	l’emplacement au sein du quartier saint nicolas, le parking, la décoration, l’amabilité du personnel, la qualité du petit déjeuner
positif	petit déjeuner peu copieux, pain pas frais, pas de serviette.
positif	et les chambres👍👍.
positif	petit déjeuner bien varié et complet
positif	chambre spacieuse, calme.
positif	l’emplacement est top
positif	la salle où est servie le petit déjeuner est superbe !
positif	la situation géographique, idéale pour visiter le centre de la rochelle  le calme du lieu  le petit déjeuner avec de la variété et du fait maison et musique d’ambiance douce  les petits salons avec mise à disposition du journal local , de pommes et de l’eau fraîche aromatisée  la cour extérieure la possibilité de réserver une place de parking dans l’hôtel le personnel très accueillant
positif	idéalement placé  personnel très sympathique
positif	petit déjeuner très varié avec des produits sains et des gâteaux faits maison.
positif	la vue extérieure, l accueil très agréable
positif	très bonne surprise d’avoir un balcon avec vue sur le port
positif	le personnel agréable et disponible.
positif	heureusement pour nous.
positif	l'emplacement très pratique pour faire toutes les activités à pied.
positif	insonorisation pas terrible entendre les voisins faire leur ebats amoureux avec les cris qui vont avec nous étions en famille !
positif	très propre, personnel vraiment accueillant et à l’écoute, super petit déjeuner.
positif	la petite place et les espaces communs sont très beaux et agréables, le restaurant et le bar (petit déjeuner, déjeuner, café, cocktails (++), dîner..) parfait, tout est vraiment très bon et local.
positif	emplacement parfait
positif	son emplacement en ville et proche de tout.
positif	l accueil le service l amabilité
positif	à refaire avec grand plaisir!
positif	excellent petit déjeuner salé sucré dans la verrière.
positif	le personnage polie et agréable !
positif	bon buffet pour le petit déjeuner.
positif	personnel très accueillant en particulier la nuit !
positif	un accueil, et in séjour de qualité
positif	personnel agréable, chambre propre avec tout le nécessaire.
positif	la situation de l'hôtel proche du centre ville , la décoration de la chambre, la grandeur de la salle de bain, le petit déjeuner copieux, le personnel très chaleureux et serviable et enfin le parking privé !
positif	hôtel correcte calme malgré port de la rochelle agité
positif	la verrière est magnifique !
positif	l'intérieur très cosi.
positif	l’accueil  la propreté la situation géographique
positif	l emplacement.. la vue avec le balcon, et la sympathie du personnel.
positif	l’accueil, la propreté et équipements confortable
positif	l'emplacement est ideal.
positif	réceptionniste très sympathique.
positif	belle vue sur le port, bon petit dej (en supplément)
positif	accueil, disponibilité du personnel.
positif	très bien situé dans le centre ville de la rochelle.
positif	petit déjeuner et options sans gluten, emplacement impeccable, calme
positif	hôtel super bien situé, week end parfait, à part certaines personnes qui se permettent de faire du bruit dans l'hôtel quand ils rentrent à 2 heures du matin.
positif	tout était parfait, nous avons beaucoup apprécié l'excellence du pain et des viennoiseries réalisées par un artisan boulanger, nous avons pris le petit déjeuner en terrasse.
positif	l'emplacement, l'hôtel, le parking, le petit déjeuner, la jeune femme (caennaise) à l'accueil le samedi de notre arrivée !
positif	l’ambiance, très reposant : véranda, musique, déco
positif	la classe de l’établissement et le buffet petit déjeuner excellent en diversité et qualité
positif	très bien situé, personnel sympathique , chambre propre.
positif	petit déjeuner très copieux et varié.
positif	merci pour ce très bon séjour, personnel très gentil et agréable, merci à la réceptionniste, au night et à la personne du petit déjeuner, tous les 3 très gentils et professionnels !
positif	l'emplacement la vue
positif	c'etait mon 3 ème sèjour tout est parfait comme d'habitude bravo
positif	la chambre 12 avait un balcon , très appréciable.
positif	le petit déjeuner est parfait même si très cher (15 euros).
positif	possibilité de parking
positif	accueil très chaleureux  double vitrage permettant d éviter les bruits de la rue
positif	mercis à eux.
positif	la chambre était calme, la literie de très bonne qualité.
positif	de plus l'accueil est très sympa !
positif	personnel accueillant et disponible
positif	l'emplacement est idéal pour visiter le centre et l'accueil agréable.
positif	vue magnifique,exceptionnelle sur le port!
positif	les chambres sont très agréables
positif	placé en bordure de centre-ville, parking de l'hôtel conseillé.
positif	chambres et décoration vieillotte.
positif	a 2 pas de la gare, de l’aquarium et du port.
positif	très bon emplacement pour visiter la ville à pied, de très belle ballades à faire également sans prendre la voiture.
positif	le personnel agréable et souriant m’a vraiment fait sentir chez moi.
positif	l’accueil surtout en période de pandémie !
positif	emplacement exceptionnel en centre ville, avec un parking bien pratique pendant les francofollies!
positif	excellent emplacement par rapport à la vieille ville.
positif	la salle de petit déjeuner à la déco très agréable.
positif	vue sur le port et le canal vraiment très plaisante !
positif	du bruit un peu le soir quand il y a du monde mais bien isolé.
positif	l'accueil à l'arrivée et lors des petits déjeuners
positif	très bien situé en centre ville, à proximité des commerces et des restaurants
positif	la chambre est grande avec une très bonne literie confortable !
positif	excellente situation pour visiter la ville et prendre le bateau pour saint martin de ré .
positif	chambre avec vue sur le port- parking municipal avec horodateur à proximité
positif	tout le reste
positif	a conseiller sans hésitation.
positif	la dernière personne que j ai rencontré à l accueil au moment de payer et de partir .
positif	c'est dommage de ne pas pouvoir en tant que client de l'hôtel de ne pouvoir profiter de la terrasse.
positif	rien
positif	🙂 le prix est élevé par rapport à l’a grandeur de la chambre 145€ a peu près plus et si ont voulais une place de parking 14€ 15€ en plus ..
positif	personnel très sympathique, ça compense un peu avec les très faibles prestations des chambres de l’hôtel.
positif	literie ferme, agréable et spacieuse.
positif	que se soit la qualité des services ou l'emplacement de l'hôtel tout était parfait.
positif	la démarche est intéressante car vous pouvez déguster votre repas sur place ou dans votre chambre ou ou vous voulez!
positif	la chambre allait mais la salle de bain avait quelques défauts.
positif	le personnel agréable et l’emplacement
positif	et un parking privé, non négligeable en plein centre de la rochelle.
positif	l’emplacement de l’hôtel : tout se fait à pied  literie très confortable, chambre triple spacieuse  café et thé disponible en chambre avec des bouteilles d’eau, très appréciable (offert par l’hôtel)
positif	l'emplacement, la chambre était assez grande et la salle de bain aussi.
positif	l'équipe de l'hôtel très sympa.
positif	trés bien placé , face au port.
positif	service efficace et attentionné.
positif	accueil écoute vue petit déj pour le prix
positif	l'accueil et la serviabilité du personnel à l'accueil en période de covid
positif	l'accueil de brahim et l'emplacement
positif	top pour la soirée : resto bar à proximité le tout fait à pied
positif	super petit déjeuner
positif	merci pour ce séjour !
positif	accueil très courtois bon confort et bon équipements : sdb à part, toilette séparée, placard penderie.
positif	l’emplacement et la sympathie du personnel!
positif	la situation de l'hôtel est idéale.
positif	établissement propre, personnel plutôt accueillant, chambre propre, calme.
positif	la chambre est simple, mais fonctionnelle...
positif	l'emplacement était idéal.
positif	rien à redire tout était parfait !
positif	l'emplacement, l accueil, la propreté, le confort et le petit déjeuner.
positif	son emplacement exceptionnel à 2 mn à pied du vieux port de la rochelle, dans une rue calme et peu passante
positif	personnel accueillant et agréable.
positif	le p'tit dèj.
positif	bien placé, malgré le manque de parking.
positif	emplacement :proche du centre dans un quartier sympa avec ambiance jeune grande chambre calme avec bonne literie  deco moderne de l’accueil  excellent pdj  parking très pratique sur réservation
positif	vous pouvez profiter des animations le soir sans être non plus gênés, car elles cessent à 23h30.
positif	parking clientèle.
positif	le personnel est charmant.
positif	les chambres spacieuses et literie confortable
positif	la vue de la chambre
positif	la vue
positif	très bien situé très bon accueil  propre et non bruillant
positif	la deco et la sympathy du personnel
positif	le petit déjeuner et sa serveuse très agréable, le personnel gentil et réactif.
positif	"chambre correcte, sauf oreillers énormes et durs comme du bois..., salle de bain mal agencée, wc difficilement accessibles (les genoux tapaient dans la baignoire) mais pour le tarif et l'emplacement c'était ""bien"""
positif	nous avons tout visité à pied.
positif	tres bon emplacement.
positif	très bon accueil, chambre agréable et confortable, emplacement parfait pour le puy du fou
positif	super emplacement et bien isolé avec les fenêtres fermées
positif	très belle salle de petit-déjeuner avec nourriture sucrée salée d'un choix très varié.
positif	l’emplacement en centre-ville
positif	j adore.
positif	le personnel, l'emplacement de l'hôtel plein centre de la rochelle, à coté du port,
positif	le personnel est très accueillant
positif	confort et emplacement
positif	accueil très sympathique, excellent buffet petit déjeuner, bien placé.
positif	confort en général
positif	l’emplacement est parfait.
positif	l'accueil et la vue exceptionnelle du balcon face au vieux port l'emplacement à l'entrée du quai des restaurateurs et de la vieille ville
positif	petit service restauration proposé si vous êtes trop fatigués pour sortir le soir.
positif	difficile de se rendre compte des quantités que nous souhaitons commander au préalable.
